,REVIEW_COMMENT_MESSAGE,SENTIMENT
387,produto entregue divergente adquirido n deram resposta solicita feita site trata-se presente n pude entregar aguardo troca,1
388,tapete lindo personalizado bordado volta logo classic todo borracha pvc mt bom f cil limpar,1
389,comprei duas bonecas baby kiss sid nil dia 07/12/17 entregaram somente 1 boneca n veio junto nota fiscal caixa amassada tamb m n consigo contato lannister telefone s ocupado,0
390,timo produto entrega super r pida,1
391,recebi i procuto antes prazo determinado ...,1
392,boa loja cumpriu tudo anuncio entrega super-r pido,1
393,tapete lindo material bom super fofinho entrega dentro prazo so embrulho veio assusta tao pequeno parece lindo tapete dentro,1
394,tima loja produto bonito entrega antes prazo recomendo,1
395,hoje mercado encontramos roteador baixa pot ncia aparelho bom potente,1
396,forma geral produto bom m som sai baixo torna produto produto m dia qualidade,1
397,produto entregue prazo at semana antes m imprevisto entrega tentei entrar contato v rias vezes nenhum sucesso fiquei semana saber nada,1
398,ainda n recebi rel gios ainda aguardando ... obrigada,1
399,nao poss vel verificar site lados almofada preto,1
400,capa boa celular pel cula inclusa muita p ssima qualidade,1
401,recebi produto outro modelo desaten parte distribuidor,0
402,chegou obrigada caixa embalagem amassada presente,1
403,segunda compra loja satisfeito produtos chegaram rapidamente recomendo,1
404,adorei produtos somente achei ruim ter pagar 2 fretes produto vendedor,1
405,h varios anos compro loja stark at agora nada reclamar,1
406,lannister est parab ns entrega super r pida,1
407,balan tima qualidade suprido necessidade muita efici ncia,1
408,produto veio diferente anuncuado liguei s esperando c digo devolu produto reembolso valor pago,0
409,parab ns entrega antes data prevista produto bom barato som produto bom corrir n incomodo n ficou caindo folgando ouvido olha corrir 8 km recomendo,1
410,loja totalmente confi vel produto entregue antes prazo todo trajeto produto informado corretamente produto entregue perfeitas condi es uso exatamente solicitado,1
411,falta respeito consumidor produto mal embalado vidros lacre vazando n recebi autoriza devolu tendo reclamado dia entrega pior levar correio,0
412,melhor pre entrega super r pida fregues tempo loja totalmente confi vel ...,1
413,lojas lannister cumpre prazo mercadoria correto ... tudo certinho nico problema nome est incorreto n consigo corrigi-lo,1
414,entrega super r pida produto acordo caracter sticas descritas site excelente,1
415,pensei defletor grande placa m s 3 pequenas pe encaixam outra sinceramente n gostei pois mercado h op pe nica bonita melhor design,0
416,super recomendo produto loja veijo certinho antes prazo previsto,1
417,ate agora nao revebi produto espero menos pontua sido feita acordo promo,0
418,tamanho g ta pequeno g adulto infantil,1
419,chegou prazo determinado bem embrulhado satisfeita,1
420,bot abrir carro n est funcionando,0
421,produto timo .. chegou antes esperado,1
422,otimo deu tudo certinho nota 10,1
423,s recebi produtos ... at momento n recebi conjunto quadros decorativos f amor fam lia vidro a4 ... aguardo,0
424,pre bom produto timo entrega r pida,1
425,excelente produto veio emba perfeitamente chegou antes previsto amei,1
426,entregue antes prazo sistema acompanhamento produto credibiliza loja,1
427,boa tarde produto veio faltando pe tempo compro lojas lannister sempre veio certinho dessa vez n,0
428,infelizmente produto veio defeito m dia corrompida .... perdi troca pois inutilizei embalagem antes testar deixa incapacitado trocar ...,0
429,roubo nota fiscal s 2 unidades embrulho vem apenas querem cobrar entregar,0
430,produto original entrega r pida bom pre,1
431,produto bom entrega tempo rapido excelente,1
432,aspirador bom leve f cil manusear,1
433,material produto bom m n cabe perfeitamente,0
434,compensa comprar pra quer material reserva pra usar treinos vale bastante,1
435,poduto bom recomendo chegou r pido,1
436,veio rel gio feminino lugar rel gio masculino pedi fiz cancelamento devolu recebi tamb m sobre estorno n recebi nenhuma resposta,1
437,pel cula errada modelo n protege toda frente,1
438,gosto comprar lojas lannister s confi veis,1
439,comprei capa cor preta m recebi 23/07/2018 cor branca gostaria trocar visto produto veio cor errada,1
440,n recebi produto data prevista enviei v rias mensagens p informa es ja q rastreamento parado h 3 semanas simplesmente n gostei n recomendo entrega targaryen,0
441,produto chegou bem antes data prevista,1
442,comprei 2 unidades papel parede s chegou 1 rolo resolver situa m,0
443,super recomendo loja produto entregue antes prazo excelente qualidade,1
444,excelente loja ... envio r pido produto certo,1
445,tudo correto exceto demora n culpa fornecedor sim correios,1
446,recomendo todos compra produtos lannister compra entregue contento prazo,1
447,site lannister data entrega 04/01 c digo rastreio produto postado correio dia 04/01 produto ainda est tr nsito dia hoje 06/01,0
448,entrega feita antes prazo chegou bem embalado produto excelente,1
449,produto lindo perfeito chegou tempo certo tudo direitinho,1
450,timo produto entrega antes prazo recomendo,1
451,r pido ainda veio brinde top,1
452,sistema operacional compra f cil manuseado compreendido entrega r pida metros comprado corresponde propaganda compraria novamente,1
453,produto feito material boa qualidade dif cil colocar l mina forma precisa navalhete podendo at ferir hora colocar retirar l mina,0
454,bom produto gostei apenas faltou pouco alti recomendo,1
455,pratico f cil lavar bem compacto esposa amou .recomendo,1
456,entregaram produtos n cumpriram prazo entrega passou prazo,0
457,compra veio metade comprei capinha celular pel cula vidro somente veio capinha pel cula n veio,0
458,motivo q fones n consigo sintonizar r dio fm cor preta n restante parece bom,1
459,produto chegou prazo perfeitas condi es,1
460,produto excelente jogar ps2 consta serve tamb m ps3 pc vou testar,1
461,produto chegou prazo entrega nenhum detalhe,1
462,dois dias ap s prazo m s ap s compra nada produto chegar frete caro ineficiente,0
463,recebi produto cx aberta lacre nota fiscal pedido compra remetente diferente anuncio quero devolucao dinheiro descontentamento,0
464,recomendo bons rel gio q ter desativar segundo tempo manual q vim explicado pra q serve fun tr recomendo entregue bem antes prazo,1
465,entrega realizada corretamente dentro combinado produto veio perfeito condi es uso,1
466,entregue quantidade produto sendo pedi duas quantidades,0
467,timo vendedor timo produto chegou prazo certo recomendo,1
468,bom gostei bastante tecido timo atendeu espectativas super recomendo,1
469,produto excelente qualidade vendedores respons veis entrega prazo ... super satisfeita,1
470,primeira vez compro loja virtual n arrependo chegou prazo,1
471,recebi escova outra marca n consigo resolver problema p ssimos atendimentos lojas lannister parceira,0
472,"chegou bem r pido parece bom s vou descobrir uso capa sof 3 lugares veio pouco menor largura veio 1,46 2 lugares veio tamanho certo",1
473,imagens hora compra s bem distantes produto final,1
474,produto qualidade entrega r pida recomendo,1
475,esperando bonito led perfeito conta som potente enfim perfeito,1
476,produto conforme foto atendeu todas expectativas super indico,1
477,pedido n feito dia 03/7 consta neste formul rio at produto entregue n recomendar loja h aguardar,0
478,gente ainda n recebi encomenda fasso pra voc s enviarem novo,0
479,agrade amei chegou antes prazo perfeita virei cliente super indico obrigada,1
480,f cil r pido tempo entrega menor prazo .. produto inferior obrigada,1
481,produto veio certo vi foto chegou antes prazo gostei bastante,1
482,timo produto certinho entregue dentro prazo tudo ok,1
483,bonito aparenta qualidade ainda n apliquei n posso falar quanto ader ncia custo beneficio recomendo,1
484,poderia ter vindo melhor embalado rel gio chegou alguns riscos timo produto,1
485,n dei nota 5 pq n veio mesma embalagem veio embalagem branca proibido pra venda outro lado pre bom,1
486,comprar 11 lixeiras pagar frete individualmente comprado apenas 1 lixeira stark poderia ter montado 1 caixa maior 11 lixeiras dentro barato,1
487,produtos chegaram certinho prazo satisfeita obrigado vcs est parab ns,1
488,entrega antes prazo estipulado produto entregue descrito,1
489,recomendo loa pois cumpriu prazo certinho produto ruim ... pessima qualidade,0
490,gostei compra chegou antes combinado .. recomendo ...,1
491,recebi fonte correta m cabo energia dentes tomada partido testei fonte funcionou perfeitamente,1
492,comprei capinha paguei frete caro recebo produto n veio cor havia comprado decidi n devolver custo adicional demora entrega produto correto,0
493,recebi produto errado semana aceitei valor produto entregue menor pedi reembolso at agora nada faz 9 dias j,0
494,produto n entregue entregaram somente envelope vazio nada papel dentro absurdo puro golpe caso policia,0
495,entrega r pida antes prazo objeto bom acordo anuncio,1
496,gostei produto s acho panos poderiam maiores est tudo certo .... super recomendo sitie entrega antes prazo ... certeza irei comprar outras vezes,1
497,chegou r pido fiquei duvida nao conhecer produto bom produto,1
498,esperava pre produto melhor material baixa qualidade tampa fica meio solta n gostei pre absurdo nao vale pena,1
499,satisfeita produto cumpre objetivo bombear gua caso fonte gua lojas lannister sempre entrega antes prazo pre bommmmm,1
500,recebi ante data entrega americana est parab ns tapete bom cor bonita super recomendo ...,1
501,ainda n abri embalagem porque vou dar presente recebi antes prazo,1
502,nica coisa q acho q entregas poderiam r pidas n cada 10 15 dias demorado,1
503,nao consegui fazer contato fornecedor solicitar troca veio modeo errado rel gio,0
504,tima empresa entregou antes prazo voc s est parab ns,1
505,comprei produto pra entregar casa paguei frete deixaram correio pra retirar n certo porq cobram frete ent,0
506,qualidade pre justo entrega tempo recorde,1
507,entrega super r pida recomendo parceiro targaryen nota 1000,1
508,material boa qualidade bonito .. s achei maior,1
509,adorei produto chegou antes q esperava ... super recomendo,1
510,produto n entregue casa q ir buscar ag ncia paguei 20 reais frete ainda assim n recebi casa,0
511,alguns itens produto tampo vidro p s deixaram deixar devido fragilidade material,1
512,tecido n oq esperava parece borracha igual pl sticos q forravamos mesas tempo col gio abri apenas outra abri favor fa am troca deste priduto,0
513,comprei segunda-feira tarde ter a-feira feriado quarta-feira produto chegou casa parab ns rapidez,1
514,tamanho pequeno percebi an ncio n d destaque dimens es produto deixa desejar,0
515,produto chegou antes prazo combinado deforma segura fiquei satisfeito,1
516,ainda n pude testar chegou tempo record,1
517,to esperando at agora nunca recebi nenhum rel gio comprei n recomendado loja,0
518,espero nunca comprar ter responder tipo avalia,0
519,entrega realizada antes prazo estabelecido produto bem embalado aprovado,1
520,imagens mostrava foto diferente produto recebi,1
521,entrega perfeita bem antes data prevista,1
522,adorei produto ainda n coloquei lugar testar fixa adesivo espero bom achei pouco maior m satisfeita chegou antes prazo estipulado,1
523,apesar entrega dentro prazo tempo longo comparando-se anoutras compras costumo fazer via internet,1
524,produto mal feito torto soldas mal feitas,0
525,comprei produto est defeito n consigo trocar erro site,0
526,chegou perfeito estado antes prazo previsto obrigada rapidez,1
527,almofada linda cor linda grandona fiz excelente compra,1
528,rel gio chegou funcionar n original oakley,1
529,site dizia chegaria at 13/03 ainda n chegou,0
530,n realiza promete instalado fica vazando cartucho seguindo instru es n vale pena dinheiro jogado,0
531,entrega est atrasada previs vai chegar,0
532,loja super perfeita compre fala pra cliente chega ante prazo,1
533,sempre comprei n problema m dessa vem sim produtos n chegou at agora,0
534,tudo dentro esperado n correio trouxe embalagem parecendo atropelado trem pessar tres produtos pra ver perda pois vazando,1
535,atendimento nota 10. produto muita qualidade prazo entrega respeitado ali s chegou antes tempo dado inicialmente parab ns,1
536,data prevista entrega 17/5 urg ncia desse produto nada,0
537,produto chegou porem embalagem aberta bra cadeira encaixa parafuso quebrado prazo entrega bom,1
538,produto bom entrega rapida frete caro,1
